   677, 0.0365914186, 0.5077307372, 2.0371
   746, 0.0400036499, 1.0323660584, 2.3579
   765, 0.0410545044,-0.7984355691, 4.0452
  1067, 0.0577522202, 0.2650040933, 2.7544
  1562, 0.0847708677,-0.1540048781, 3.7314
  1599, 0.0874056696,-1.1323281358, 4.3442
  1645, 0.0898745824, 0.1429467985, 5.5386
  2021, 0.1119339317,-1.3483547235, 2.9305
  2072, 0.1143275139,-0.7623582379, 3.9946
  2081, 0.1146730467,-0.7383636553, 2.5512
  2484, 0.1376309022,-1.0988258828, 4.3328
  3092, 0.1715947657, 0.5386300044, 3.4328
  3179, 0.1767427477, 0.9867639420, 2.4107
  3419, 0.1901847668,-0.3139268585, 2.2061
  3760, 0.2107008402, 0.1274076356, 6.0874
  3881, 0.2173538326, 0.7169630129, 4.4853
  4427, 0.2474368608, 1.0597071908, 2.1379
  4436, 0.2476256935, 0.6719387630, 3.9034
  4577, 0.2557158849,-0.5123844106, 4.2628
  4889, 0.2740957131, 0.5550903905, 5.4945
  4906, 0.2746461629, 0.1377077463, 4.4267
  5165, 0.2883508108,-0.8153915713, 3.4646
  5348, 0.2983829537,-0.9642216752, 3.9219
  5364, 0.2992704213,-0.1777081665, 3.6235
  5447, 0.3042543513, 0.6217007721, 2.1741
  5742, 0.3217903630, 0.4290676311, 4.8340
  6193, 0.3467371309, 0.4758480839, 4.7736
  6537, 0.3666246783,-0.1428159978, 3.7757
  6686, 0.3744169753, 1.0513061203, 2.7146
  6867, 0.3855680843,-0.7560369968, 3.5329
  7007, 0.3934948878, 0.1072318645, 4.9799
  7083, 0.3981518924,-0.8564867686, 4.0987
  7097, 0.3991708965, 0.2678352776, 3.7914
  7588, 0.4263513349,-0.9989681672, 0.4233
  7884, 0.4425796899, 0.0957767696, 4.5914
  8102, 0.4541584879,-0.2781977287, 3.6295
  8198, 0.4598643490, 0.1598309944, 4.4267
  8645, 0.4863367693,-0.1803788229, 3.9067
  8796, 0.4934118400, 0.5162578708, 3.5210
  8832, 0.4953655907, 0.3367454416, 3.8584
  8833, 0.4954798082, 0.0556319937, 4.7687
  8837, 0.4958785616,-0.8081301415, 4.4099
  8886, 0.4991411472, 1.1112536973, 3.3107
  8903, 0.5002076818, 0.3631733438, 2.7044
  9007, 0.5059151382,-0.9007572172, 3.8511
  9236, 0.5182080074,-1.0745979068, 2.9305
  9487, 0.5325290992, 0.0482367341, 3.8281
  9640, 0.5406098378, 0.7387952238, 2.2409
  9884, 0.5548900421, 0.4095027186, 2.1726
 10064, 0.5652336717, 0.6106451889, 3.0625
 10324, 0.5803227759, 0.1544049601, 4.5172
 10559, 0.5931425134, 0.5822239643, 5.2580
 10602, 0.5956299907,-0.8990559484, 3.5211
 10826, 0.6080135631,-0.0519595123, 4.9898
 11001, 0.6185027212,-1.1983330069, 4.0980
 11345, 0.6368279080,-0.2145088552, 4.8772
 11407, 0.6413434159,-0.8325888425, 4.2002
 11484, 0.6464639924, 0.1476564024, 4.2725
 11767, 0.6622851337, 1.5579531082, 2.1077
 11783, 0.6636088945,-0.2660635556, 4.8432
 12093, 0.6801321877, 0.0976215260, 5.0189
 12387, 0.6958735570, 0.0057336988, 4.0081
 12390, 0.6962214515,-0.2071981974, 4.9262
 12394, 0.6963299159,-1.1914830047, 4.0933
 12413, 0.6972531912,-0.7486002179, 4.7613
 12484, 0.7010100259,-0.9520757836, 5.3052
 12486, 0.7010356176,-0.6956063706, 4.2751
 12706, 0.7125397178, 0.0564818484, 3.5001
 12770, 0.7161198247,-0.2418795264, 4.2067
 12828, 0.7196845878, 0.1765264478, 4.3439
 12843, 0.7203832993,-0.3241538951, 4.5718
 13147, 0.7377913574,-0.5655963496, 4.6193
 13209, 0.7416914391, 0.4757905498, 3.5831
 13254, 0.7443039667, 0.6687911179, 4.3081
 13268, 0.7448041834, 0.9755610262, 3.8960
 13701, 0.7698068323,-0.1552925886, 4.0583
 13847, 0.7778143958,-0.7034503238, 2.9378
 13954, 0.7841543489, 0.1554634808, 4.6767
 14135, 0.7953450247, 0.0713826671, 2.6196
 14146, 0.7958405515,-0.4123224482, 4.1328
 14240, 0.8011718486,-1.0426181562, 5.2076
 14328, 0.8063268603, 0.9338637261, 3.0586
 14354, 0.8079781482, 0.6778951858, 3.2889
 14576, 0.8210414333, 0.7148109521, 2.0969
 14879, 0.8380692937,-0.5059553529, 3.9821
 15197, 0.8544860597,-0.1539352543, 4.8647
 15474, 0.8705534791,-0.3797477351, 3.7303
 15510, 0.8721719177,-0.7517403453, 4.3950
 15863, 0.8915249885, 0.8702428603, 1.8972
 15900, 0.8936694857, 0.1575869018, 3.7700
 16228, 0.9122352084, 1.0461561949, 4.3087
 16537, 0.9291276019,-0.1650785820, 3.8652
 16611, 0.9328237929,-0.3775638610, 4.2359
 17358, 0.9726925032, 0.8340518896, 2.9703
 17378, 0.9741086905,-0.1704348693, 3.6796
 17440, 0.9782246829,-1.1310971725, 4.0019
 17448, 0.9787752922, 0.5635366801, 3.8583
 17651, 0.9898190548,-0.4057617865, 4.3164
 17678, 0.9915092884,-1.2957192138, 3.3420
 17797, 0.9974427534,-0.6565951040, 4.2697
 17847, 0.9999086753, 0.4198131927, 3.6084
 17874, 1.0011849147,-0.6318111537, 4.3280
 17959, 1.0051260843, 1.2449846782, 4.6368
 18246, 1.0215934628, 0.5564748061, 2.8980
 18505, 1.0359573047, 1.1008184155, 4.9464
 18532, 1.0378325027, 0.6983110005, 2.8348
 18597, 1.0417243082,-1.0716347894, 4.6497
 18614, 1.0426814891, 0.6246712676, 4.0307
 18724, 1.0501661024, 0.2179981788, 3.3774
 19747, 1.1082899881,-0.7381673341, 4.0124
 19780, 1.1101334814,-1.0903766289, 3.4953
 19893, 1.1171191805,-0.8986193425, 4.3338
 19921, 1.1191257348,-1.0350107657, 4.5977
 20042, 1.1252732932,-0.5898921671, 3.5167
 20205, 1.1335574543, 0.2727548212, 3.8123
 20455, 1.1472650833, 0.3061758580, 3.9308
 20535, 1.1520747736,-0.5937084108, 4.0941
 20648, 1.1584126530, 0.3129024350, 4.3212
 20889, 1.1720564593, 0.3347632442, 3.6992
 20894, 1.1722558422, 0.2770002773, 3.4597
 21060, 1.1817404512,-0.7845908345, 5.0008
 21281, 1.1955300582,-0.9607165832, 3.2372
 21393, 1.2023189036,-0.5334129483, 3.9730
 21421, 1.2039281519, 0.2881496983, 1.0024
 21444, 1.2056691238,-0.0585112558, 3.8713
 21594, 1.2137943890,-0.2496446877, 4.0248
 21770, 1.2241901557,-0.7306571369, 4.5287
 21861, 1.2307077369,-0.6482984674, 5.1297
 21881, 1.2315263871, 0.4006748128, 4.2366
 21949, 1.2351074675,-1.2379814468, 5.4909
 22109, 1.2457390124,-0.0568039198, 3.9696
 22449, 1.2646465369, 0.1214966851, 3.2862
 22509, 1.2680342178, 0.1553387203, 4.3669
 22549, 1.2706263129, 0.0978274735, 3.6236
 22701, 1.2779941042,-0.0951685423, 4.4373
 22730, 1.2801084958, 0.0437774828, 5.4049
 22783, 1.2830359363, 1.1578978524, 4.2940
 22845, 1.2867224783, 0.1771709011, 4.6861
 23015, 1.2958790703, 0.5788582689, 2.8337
 23123, 1.3026630561, 0.0299155508, 4.6307
 23453, 1.3198092592, 0.7169095101, 3.8549
 23685, 1.3328244678,-0.3904451062, 3.3215
 23875, 1.3432514979,-0.0887720313, 2.8258
 23972, 1.3489055650,-0.1527874491, 4.1942
 24244, 1.3626576225,-0.2071556250, 4.4260
 24305, 1.3654200210,-0.2828380962, 3.2528
 24327, 1.3667298829,-0.2258680976, 4.3328
 24436, 1.3724302998,-0.1431456148, 0.1930
 24608, 1.3818132039, 0.8028345096, 0.2385
 24845, 1.3944108819,-0.2299781465, 4.2020
 24873, 1.3961929123,-0.2149478503, 5.2570
 25110, 1.4074464129, 1.3828375774, 5.1900
 25336, 1.4186521954, 0.1108237749, 1.5493
 25428, 1.4237158306, 0.4993015867, 1.6151
 25606, 1.4322409127,-0.3623169486, 2.9674
 25859, 1.4451861014,-0.6190758935, 4.0314
 25918, 1.4480896390,-1.3324133806, 5.3394
 25930, 1.4486523477,-0.0052201652, 2.1361
 25985, 1.4518095186,-0.3110576781, 2.6426
 26069, 1.4557148642,-1.0906537318, 3.9030
 26207, 1.4623152277, 0.1733838532, 3.3298
 26311, 1.4670083233,-0.0209774132, 1.6235
 26451, 1.4732530972, 0.3690078584, 2.9184
 26634, 1.4819983319,-0.5947043514, 2.6124
 26727, 1.4868405212,-0.0339043911, 1.6812
 27072, 1.5030175550,-0.3917825525, 3.6977
 27100, 1.5043588521,-1.1473016199, 4.3927
 27288, 1.5138803932,-0.2586917834, 3.5778
 27321, 1.5153154641,-0.8912822871, 3.9077
 27366, 1.5173738329,-0.1687663889, 2.0065
 27530, 1.5264051001,-0.9802901529, 4.6622
 27628, 1.5313484549,-0.6242919202, 3.2833
 27654, 1.5329192531,-0.3643813549, 3.9262
 27890, 1.5450454619,-1.1011460457, 4.8015
 27913, 1.5462951088, 0.3538901962, 4.5219
 27989, 1.5497279598, 0.1292771753, 0.4997
 28103, 1.5551115116,-0.2472789146, 3.7888
 28199, 1.5600488723,-0.6158098753, 4.3092
 28328, 1.5670722719,-0.7472645958, 4.1205
 28360, 1.5687433430, 0.7844807290, 1.9038
 28380, 1.5695773717, 0.6494852553, 2.6103
 28614, 1.5811948901, 0.1683783322, 4.1792
 28691, 1.5858759974, 0.3436659774, 5.1135
 28734, 1.5887744152, 0.4060269757, 4.3198
 28910, 1.5976550551,-0.2606699208, 4.6890
 29038, 1.6038355394, 0.2577593535, 4.3588
 29151, 1.6099138383, 0.0436284613, 5.7324
 29426, 1.6228941691, 0.2479905929, 4.3991
 29651, 1.6356161402,-0.1095146552, 4.1465
 29655, 1.6357150549, 0.3928181795, 3.2945
 29807, 1.6430191653,-0.6133214618, 4.5365
 30060, 1.6564185904, 1.0299345941, 4.4594
 30122, 1.6594290263,-0.5247049047, 2.9524
 30277, 1.6672872363,-0.5835730521, 3.9932
 30324, 1.6698428407,-0.3133898686, 1.8911
 30343, 1.6709775899, 0.3929408129, 2.9141
 30419, 1.6745050725, 0.0801601600, 4.4559
 30438, 1.6753045113,-0.9197137785,-0.5536
 30867, 1.6965381174,-0.1227499079, 3.7921
 30883, 1.6971720090, 0.3527688585, 4.0991
 31416, 1.7237584259,-0.4008119534, 4.5330
 31592, 1.7308574846,-0.3360755280, 4.1200
 31681, 1.7353446674, 0.2862237699, 1.9290
 31685, 1.7355606227,-0.7539110968, 3.1395
 32246, 1.7624865547, 0.4386214075, 3.1915
 32349, 1.7678185359,-0.2916993748,-1.0876
 32362, 1.7684136731, 0.2250786224, 3.4417
 32607, 1.7810748356,-1.0810914905, 3.3114
 32759, 1.7882691106,-0.5673801423, 3.4644
 32768, 1.7886815487,-0.8833879239, 3.1077
 33018, 1.8011317943, 0.5927377222, 3.6405
 33160, 1.8072506712,-0.2101130761, 4.2092
 33165, 1.8073645440,-0.4176284584, 6.6371
 33347, 1.8157406554,-0.2976527589, 4.3690
 33449, 1.8207128213, 1.0196747522, 4.5021
 33579, 1.8265995338,-0.5056583510, 1.4160
 33856, 1.8400971203,-0.4875549628, 3.5847
 33977, 1.8457928417,-0.4159695755, 3.0050
 34045, 1.8489940380,-0.2728518335, 4.0738
 34088, 1.8505242699, 0.3590194508, 4.1689
 34444, 1.8692102558,-0.4606483732, 1.9628
 34481, 1.8707620463,-1.2304430560, 3.9295
 34693, 1.8812025158, 0.5278797345, 4.5603
 34769, 1.8843636578,-0.0086006450, 4.1544
 35037, 1.8972210119,-0.4672715214, 3.9854
 35228, 1.9060326796,-1.1860764138, 4.1197
 35264, 1.9073950090,-0.6474732902, 2.8296
 35350, 1.9115432695, 0.2886857528, 3.6148
 35550, 1.9203995423, 0.3836642074, 3.6031
 35904, 1.9377303527,-0.5114359187, 2.4215
 36046, 1.9448550159, 0.4851716099, 3.9507
 36145, 1.9491590555, 0.8589052354, 4.6188
 36188, 1.9510651917, 0.1446774771, 2.8546
 36377, 1.9601413383,-0.7557605692, 3.3757
 36850, 1.9835670383, 0.5565616766, 1.5811
 36962, 1.9893387913, 0.4694238089, 4.1682
 37279, 2.0041134442, 0.0912372189, 0.4607
 37447, 2.0125738273,-0.1666978497, 4.0986
 37504, 2.0150695931,-1.2672161175, 4.1071
 37740, 2.0265358685, 0.4258276839, 3.7285
 37826, 2.0303534384, 0.4891513905, 1.2947
 38146, 2.0465219238,-0.4348006743, 5.4547
 39429, 2.1100354460,-0.6981873479, 2.1364
 39757, 2.1273165334,-0.4241924449, 2.9157
 39794, 2.1289992235,-1.1975949534, 4.3109
 39863, 2.1318947824,-0.0520767303, 4.5220
 39953, 2.1359888699,-0.8261797305, 1.7034
 40526, 2.1664589236, 0.1603200729, 3.6714
 40702, 2.1752087028,-1.3425069551, 4.1488
 40843, 2.1819431676, 0.4750545623, 5.2335
 41037, 2.1926327481,-1.0386373711, 1.9996
 41075, 2.1940337769, 0.7537792972, 4.3649
 41312, 2.2066958591,-1.1543000348, 3.9319
 41704, 2.2264605431, 1.0597365381, 3.5041
 42313, 2.2587038464, 0.0995500650, 4.1512
 42402, 2.2635065148, 0.0583197377, 4.6208
 42515, 2.2693742935,-0.6162461035, 4.1264
 42536, 2.2702086018,-0.9236626696, 3.5371
 42568, 2.2716213078,-1.0430264725, 4.2809
 42799, 2.2829987501, 0.0593179049, 4.2274
 42806, 2.2832697676, 0.3746976891, 4.6734
 42828, 2.2846030842,-0.5792121459, 3.6188
 42911, 2.2893709279, 0.3168621473, 4.1036
 42913, 2.2894499954,-0.9548446415, 1.9511
 43103, 2.2981502385, 0.5019567842, 4.1992
 43109, 2.2985001691, 0.1120310795, 3.5004
 43234, 2.3057239852, 0.1018903130, 4.3465
 43409, 2.3148891877,-0.4836317594, 4.1794
 43813, 2.3361002832, 0.1037690360, 3.2803
 44066, 2.3495911061, 0.2069571695, 4.3023
 44127, 2.3527648189, 0.8384971792, 3.1880
 44248, 2.3590125941, 0.7292586395, 4.0591
 44382, 2.3668700027,-1.1588260808, 4.0505
 44471, 2.3720158026, 0.8230389704, 3.5778
 44700, 2.3846861185, 0.6711183742, 4.7278
 44816, 2.3910848699,-0.7580422876, 2.3385
 45080, 2.4040532521,-1.0291670805, 3.3666
 45238, 2.4138078641,-1.2167994397, 1.6625
 45336, 2.4188658557, 0.0404048092, 3.8713
 45556, 2.4307657471,-1.0345484720, 2.2822
 45688, 2.4384189434, 0.6423317424, 3.8299
